area,city,country,gps_lat,gps_long,lat,long,state,state_flag
Humboldt County,Redway,US,40.22,-123.68,40.12014,-123.82336,California,California
Santa Barbara County,Lompoc,US,31.4,-123.16,34.63915,-120.45794,California,California
Lane County,Veneta,US,43.93,-123.49,44.04873,-123.35093,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.09,-123.31,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,27.99,-123.07,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,31.56,-123.37,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,27.84,-123.8,34.63915,-120.45794,California,California
Los Angeles County,Avalon,US,27.66,-123.1,33.34281,-118.32785,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.6,-123.13,30.40722,-115.88722,Baja California,None
Sunshine Coast Regional District,Gibsons,CA,49.52,-123.46,49.39539,-123.50555,British Columbia,None
Los Angeles County,Avalon,US,26.68,-123.57,33.34281,-118.32785,California,California
Grays Harbor County,Elma,US,47.28,-123.53,47.00343,-123.40877,Washington,Washington
Santa Barbara County,Lompoc,US,29.23,-123.65,34.63915,-120.45794,California,California
Douglas County,Roseburg,US,43.27,-123.39,43.2165,-123.34174,Oregon,Oregon
Santa Barbara County,Lompoc,US,31.28,-123.49,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,29.96,-123.51,34.63915,-120.45794,California,California
Douglas County,Drain,US,43.62,-123.51,43.65873,-123.3187,Oregon,Oregon
Santa Barbara County,Lompoc,US,27.57,-123.91,34.63915,-120.45794,California,California
,Whistler,CA,50.01,-123.08,50.1164,-122.96946,British Columbia,None
San Luis Obispo County,Cambria,US,34.42,-123.21,35.56414,-121.08075,California,California
Santa Barbara County,Vandenberg Air Force Base,US,32.98,-123.63,34.7483,-120.51817,California,California
Clallam County,Port Angeles,US,48.11,-123.53,48.11815,-123.43074,Washington,Washington
,North Saanich,CA,48.77,-123.27,48.66634,-123.41933,British Columbia,None
Ensenada,Luis Rodriguez (El Vergel),MX,25.6,-123.45,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,27.02,-123.92,34.63915,-120.45794,California,California
,West Vancouver,CA,49.39,-123.15,49.36672,-123.16652,British Columbia,None
Santa Barbara County,Lompoc,US,30.08,-123.99,34.63915,-120.45794,California,California
Tillamook County,Rockaway Beach,US,45.72,-123.75,45.61344,-123.94291,Oregon,Oregon
Santa Barbara County,Lompoc,US,28.98,-123.29,34.63915,-120.45794,California,California
Monterey County,Del Monte Forest,US,35.69,-123.87,36.58635,-121.94746,California,California
Lincoln County,Waldport,US,44.39,-123.96,44.42679,-124.06873,Oregon,Oregon
,Pemberton,CA,50.49,-123.06,50.31641,-122.80273,British Columbia,None
,Whistler,CA,50.21,-123.03,50.1164,-122.96946,British Columbia,None
Sonoma County,Bodega Bay,US,38.0,-123.6,38.33325,-123.04806,California,California
Sunshine Coast Regional District,Gibsons,CA,49.32,-123.45,49.39539,-123.50555,British Columbia,None
Santa Barbara County,Lompoc,US,32.71,-123.79,34.63915,-120.45794,California,California
Santa Cruz County,Bonny Doon,US,36.48,-123.16,37.04162,-122.15052,California,California
Yamhill County,Dundee,US,45.31,-123.03,45.27817,-123.01094,Oregon,Oregon
Siskiyou County,Happy Camp,US,41.62,-123.38,41.79275,-123.3808,California,California
Clallam County,Port Angeles,US,47.78,-123.64,48.11815,-123.43074,Washington,Washington
Monterey County,Del Monte Forest,US,35.58,-123.83,36.58635,-121.94746,California,California
Humboldt County,Redway,US,40.12,-123.75,40.12014,-123.82336,California,California
Sonoma County,Sea Ranch,US,38.54,-123.31,38.71519,-123.45445,California,California
Sunshine Coast Regional District,Sechelt,CA,49.54,-123.72,49.47512,-123.75903,British Columbia,None
Siskiyou County,Happy Camp,US,41.65,-123.39,41.79275,-123.3808,California,California
Santa Barbara County,Lompoc,US,27.53,-123.6,34.63915,-120.45794,California,California
Mulege,Bahia Asuncion,MX,24.34,-123.99,27.14231,-114.29582,Baja California Sur,None
Sonoma County,Bodega Bay,US,38.38,-123.24,38.33325,-123.04806,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.18,-123.46,30.40722,-115.88722,Baja California,None
Los Angeles County,Avalon,US,26.83,-123.65,33.34281,-118.32785,California,California
Monterey County,Del Monte Forest,US,35.27,-123.65,36.58635,-121.94746,California,California
Santa Barbara County,Lompoc,US,28.5,-123.61,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,30.25,-123.55,34.63915,-120.45794,California,California
Sonoma County,Sea Ranch,US,38.28,-123.9,38.71519,-123.45445,California,California
Santa Barbara County,Lompoc,US,29.13,-123.63,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.28,-123.33,30.40722,-115.88722,Baja California,None
Benton County,Philomath,US,44.41,-123.64,44.54012,-123.3676,Oregon,Oregon
Lane County,Florence,US,43.92,-123.83,43.98262,-124.09984,Oregon,Oregon
Mendocino County,Brooktrails,US,39.42,-123.44,39.44377,-123.38529,California,California
,Sooke,CA,48.43,-123.97,48.37463,-123.72762,British Columbia,None
Lincoln County,Lincoln City,US,45.0,-123.98,44.95816,-124.01789,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.12,-123.46,30.40722,-115.88722,Baja California,None
,Whistler,CA,50.2,-123.42,50.1164,-122.96946,British Columbia,None
San Mateo County,Moss Beach,US,36.72,-123.19,37.52744,-122.51331,California,California
Santa Barbara County,Lompoc,US,31.13,-123.61,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,28.1,-123.19,34.63915,-120.45794,California,California
Santa Cruz County,Bonny Doon,US,36.37,-123.22,37.04162,-122.15052,California,California
San Luis Obispo County,Cambria,US,33.43,-123.79,35.56414,-121.08075,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.84,-123.01,30.40722,-115.88722,Baja California,None
Ensenada,Luis Rodriguez (El Vergel),MX,25.21,-123.12,30.40722,-115.88722,Baja California,None
Monterey County,Del Monte Forest,US,36.12,-123.17,36.58635,-121.94746,California,California
Monterey County,Del Monte Forest,US,35.63,-123.3,36.58635,-121.94746,California,California
Lincoln County,Rose Lodge,US,45.09,-123.84,45.01039,-123.88039,Oregon,Oregon
Clallam County,Port Angeles,US,47.89,-123.57,48.11815,-123.43074,Washington,Washington
Clallam County,Port Angeles,US,47.69,-123.5,48.11815,-123.43074,Washington,Washington
Santa Barbara County,Lompoc,US,30.77,-123.05,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,31.07,-123.71,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,30.54,-123.33,34.63915,-120.45794,California,California
Josephine County,Cave Junction,US,42.13,-123.89,42.16289,-123.64812,Oregon,Oregon
San Luis Obispo County,Cambria,US,33.41,-123.7,35.56414,-121.08075,California,California
Santa Barbara County,Vandenberg Air Force Base,US,33.13,-123.37,34.7483,-120.51817,California,California
Santa Barbara County,Lompoc,US,29.62,-123.18,34.63915,-120.45794,California,California
Coos County,Myrtle Point,US,42.98,-123.94,43.06483,-124.13899,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.85,-123.85,30.40722,-115.88722,Baja California,None
Lane County,Junction City,US,44.23,-123.35,44.21929,-123.20565,Oregon,Oregon
Lincoln County,Lincoln City,US,45.06,-123.99,44.95816,-124.01789,Oregon,Oregon
Santa Barbara County,Lompoc,US,28.65,-123.07,34.63915,-120.45794,California,California
Siskiyou County,Happy Camp,US,41.66,-123.36,41.79275,-123.3808,California,California
Monterey County,Del Monte Forest,US,35.58,-123.84,36.58635,-121.94746,California,California
Santa Barbara County,Lompoc,US,32.83,-123.49,34.63915,-120.45794,California,California
Lincoln County,Toledo,US,44.51,-123.95,44.62151,-123.93845,Oregon,Oregon
San Luis Obispo County,Cambria,US,33.71,-123.61,35.56414,-121.08075,California,California
Mendocino County,Laytonville,US,39.71,-123.66,39.68821,-123.48279,California,California
Santa Barbara County,Lompoc,US,33.18,-123.1,34.63915,-120.45794,California,California
Lincoln County,Toledo,US,44.57,-123.71,44.62151,-123.93845,Oregon,Oregon
Santa Barbara County,Lompoc,US,32.39,-123.88,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.49,-123.39,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,31.79,-123.27,34.63915,-120.45794,California,California
Josephine County,Merlin,US,42.63,-123.31,42.51734,-123.41979,Oregon,Oregon
Santa Cruz County,Bonny Doon,US,36.46,-123.21,37.04162,-122.15052,California,California
San Mateo County,Moss Beach,US,36.84,-124.0,37.52744,-122.51331,California,California
Mulege,Bahia Asuncion,MX,24.23,-123.36,27.14231,-114.29582,Baja California Sur,None
Yamhill County,Newberg,US,45.4,-123.02,45.30012,-122.97316,Oregon,Oregon
Mendocino County,Fort Bragg,US,39.45,-123.9,39.44572,-123.80529,California,California
Grays Harbor County,Hoquiam,US,47.08,-123.97,46.98092,-123.88933,Washington,Washington
Santa Barbara County,Lompoc,US,32.62,-123.59,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,24.85,-123.4,30.40722,-115.88722,Baja California,None
Columbia County,Vernonia,US,45.73,-123.49,45.85872,-123.19289,Oregon,Oregon
Clatsop County,Gearhart,US,45.98,-123.66,46.02427,-123.91125,Oregon,Oregon
Tillamook County,Tillamook,US,45.48,-123.83,45.4564,-123.84553,Oregon,Oregon
Marin County,Inverness,US,37.35,-123.91,38.10103,-122.85694,California,California
Los Angeles County,Avalon,US,27.57,-123.29,33.34281,-118.32785,California,California
Sunshine Coast Regional District,Sechelt,CA,49.41,-123.69,49.47512,-123.75903,British Columbia,None
San Mateo County,Moss Beach,US,37.42,-123.09,37.52744,-122.51331,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.9,-123.72,30.40722,-115.88722,Baja California,None
Ensenada,Luis Rodriguez (El Vergel),MX,24.59,-123.7,30.40722,-115.88722,Baja California,None
Greater Vancouver Regional District,Lions Bay,CA,49.49,-123.23,49.45218,-123.2376,British Columbia,None
Siskiyou County,Happy Camp,US,41.4,-123.1,41.79275,-123.3808,California,California
Santa Barbara County,Lompoc,US,28.8,-123.54,34.63915,-120.45794,California,California
Mendocino County,Fort Bragg,US,39.22,-123.77,39.44572,-123.80529,California,California
Mendocino County,Brooktrails,US,39.52,-123.41,39.44377,-123.38529,California,California
San Luis Obispo County,Cambria,US,33.27,-123.57,35.56414,-121.08075,California,California
Clallam County,Port Angeles,US,47.67,-123.77,48.11815,-123.43074,Washington,Washington
Santa Barbara County,Lompoc,US,30.01,-123.37,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,35.35,-123.04,36.55524,-121.92329,California,California
Josephine County,Cave Junction,US,41.84,-123.79,42.16289,-123.64812,Oregon,Oregon
Santa Barbara County,Lompoc,US,32.71,-123.73,34.63915,-120.45794,California,California
Mendocino County,Fort Bragg,US,39.39,-123.81,39.44572,-123.80529,California,California
Mulege,Bahia Asuncion,MX,24.11,-123.22,27.14231,-114.29582,Baja California Sur,None
Josephine County,Cave Junction,US,42.14,-123.82,42.16289,-123.64812,Oregon,Oregon
Josephine County,Cave Junction,US,42.31,-123.8,42.16289,-123.64812,Oregon,Oregon
Trinity County,Weaverville,US,40.95,-123.15,40.73098,-122.94197,California,California
San Luis Obispo County,Cambria,US,33.27,-123.86,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,27.58,-123.7,34.63915,-120.45794,California,California
Lincoln County,Siletz,US,44.67,-123.71,44.72178,-123.92011,Oregon,Oregon
Mulege,Bahia Asuncion,MX,24.16,-123.05,27.14231,-114.29582,Baja California Sur,None
Ensenada,Luis Rodriguez (El Vergel),MX,25.93,-123.04,30.40722,-115.88722,Baja California,None
San Luis Obispo County,Cambria,US,34.14,-123.24,35.56414,-121.08075,California,California
Sonoma County,Bodega Bay,US,38.0,-123.59,38.33325,-123.04806,California,California
Marin County,Inverness,US,37.24,-123.67,38.10103,-122.85694,California,California
Douglas County,Riddle,US,42.77,-123.52,42.95095,-123.36423,Oregon,Oregon
Monterey County,Carmel-by-the-Sea,US,34.83,-123.56,36.55524,-121.92329,California,California
Josephine County,Williams,US,42.11,-123.32,42.21873,-123.27394,Oregon,Oregon
Trinity County,Hayfork,US,40.72,-123.21,40.55431,-123.18308,California,California
Mason County,Shelton,US,47.47,-123.39,47.21509,-123.10071,Washington,Washington
Marin County,Inverness,US,37.75,-123.32,38.10103,-122.85694,California,California
San Mateo County,Moss Beach,US,36.71,-123.67,37.52744,-122.51331,California,California
Santa Barbara County,Lompoc,US,31.23,-123.46,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,29.61,-123.96,34.63915,-120.45794,California,California
Marin County,Bolinas,US,37.51,-123.26,37.90937,-122.68637,California,California
Del Norte County,Bertsch-Oceanview,US,41.6,-123.98,41.7525,-124.15875,California,California
Whatcom County,Point Roberts,US,48.91,-123.14,48.98538,-123.07797,Washington,Washington
Humboldt County,Willow Creek,US,40.59,-123.71,40.93958,-123.63144,California,California
Santa Barbara County,Lompoc,US,30.06,-123.38,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.87,-123.02,30.40722,-115.88722,Baja California,None
Josephine County,Merlin,US,42.57,-123.33,42.51734,-123.41979,Oregon,Oregon
Marin County,Inverness,US,37.57,-123.62,38.10103,-122.85694,California,California
Coos County,Myrtle Point,US,42.9,-124.0,43.06483,-124.13899,Oregon,Oregon
Lincoln County,Toledo,US,44.36,-123.74,44.62151,-123.93845,Oregon,Oregon
Trinity County,Hayfork,US,40.83,-123.27,40.55431,-123.18308,California,California
Polk County,Grand Ronde,US,45.2,-123.57,45.06011,-123.60928,Oregon,Oregon
Monterey County,Del Monte Forest,US,35.79,-123.83,36.58635,-121.94746,California,California
Monterey County,Carmel-by-the-Sea,US,34.31,-123.58,36.55524,-121.92329,California,California
Los Angeles County,Avalon,US,26.83,-123.51,33.34281,-118.32785,California,California
Polk County,Independence,US,44.9,-123.15,44.85123,-123.18677,Oregon,Oregon
Monterey County,Carmel-by-the-Sea,US,35.26,-123.58,36.55524,-121.92329,California,California
San Luis Obispo County,Cambria,US,33.53,-123.94,35.56414,-121.08075,California,California
Humboldt County,Redway,US,40.36,-123.63,40.12014,-123.82336,California,California
Pacific County,Raymond,US,46.66,-123.72,46.68649,-123.73294,Washington,Washington
Santa Barbara County,Lompoc,US,30.29,-123.06,34.63915,-120.45794,California,California
San Mateo County,Montara,US,37.43,-123.15,37.54216,-122.51609,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.4,-123.85,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,29.48,-123.72,34.63915,-120.45794,California,California
Mendocino County,Boonville,US,39.05,-123.34,39.00907,-123.36612,California,California
Santa Barbara County,Lompoc,US,28.24,-123.69,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,24.78,-123.45,30.40722,-115.88722,Baja California,None
Monterey County,Del Monte Forest,US,35.75,-123.07,36.58635,-121.94746,California,California
Santa Barbara County,Lompoc,US,28.84,-123.5,34.63915,-120.45794,California,California
San Mateo County,Moss Beach,US,36.69,-123.54,37.52744,-122.51331,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.41,-123.39,30.40722,-115.88722,Baja California,None
Polk County,Independence,US,44.85,-123.2,44.85123,-123.18677,Oregon,Oregon
,Duncan,CA,48.59,-123.76,48.78293,-123.70266,British Columbia,None
Kitsap County,Seabeck,US,47.59,-123.13,47.63954,-122.82849,Washington,Washington
Santa Barbara County,Lompoc,US,29.53,-123.62,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,33.09,-123.08,34.63915,-120.45794,California,California
Mason County,Belfair,US,47.54,-123.1,47.45065,-122.82737,Washington,Washington
Polk County,Independence,US,44.9,-123.12,44.85123,-123.18677,Oregon,Oregon
Siskiyou County,Happy Camp,US,41.6,-123.08,41.79275,-123.3808,California,California
Santa Barbara County,Lompoc,US,29.43,-123.14,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,30.94,-123.53,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,34.83,-123.37,36.55524,-121.92329,California,California
Douglas County,Drain,US,43.54,-123.71,43.65873,-123.3187,Oregon,Oregon
Mendocino County,Fort Bragg,US,39.5,-123.65,39.44572,-123.80529,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.09,-123.55,30.40722,-115.88722,Baja California,None
Monterey County,Del Monte Forest,US,35.92,-123.86,36.58635,-121.94746,California,California
Washington County,Forest Grove,US,45.55,-123.36,45.51984,-123.11066,Oregon,Oregon
San Luis Obispo County,Cambria,US,33.85,-123.47,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,28.2,-123.17,34.63915,-120.45794,California,California
Clallam County,Port Angeles,US,47.84,-123.56,48.11815,-123.43074,Washington,Washington
Yamhill County,Willamina,US,45.13,-123.45,45.07873,-123.48594,Oregon,Oregon
Monterey County,Carmel-by-the-Sea,US,34.96,-123.79,36.55524,-121.92329,California,California
San Luis Obispo County,Cambria,US,34.02,-123.16,35.56414,-121.08075,California,California
